id,movie_name,directors,actors,movie_rating,genre,duration
8448,Hateman,Harry Hope,"John Greene, Cindy Rome, Chuck Mitchell",4.6,"Action, Adventure",95 min 
8449,New Delhi,Joshi,"Jeetendra, Mammootty, Sumalatha",7.2,"Action, Crime, Drama",143 min 
8450,Urban Warriors,Giuseppe Vari,"Bruno Bilotta, Alex Vitale, Bjorn Hammer",3.9,"Action, Sci-Fi",90 min 
8451,Loha,Raj N. Sippy,"Dharmendra, Shatrughan Sinha, Karan Kapoor",6.2,"Action, Crime, Drama",153 min 
8452,Deep Sea Conspiracy,Michael Brun,"Patty Talbot, Peter Snider, Michael J. Reynolds",3.9,"Action, Sci-Fi, Thriller",91 min 
8453,Ninja Condors,Kuo-Ren Wu,"Alexander Lo Rei, Stuart Hugh, Timothy Johnson",6.4,Action,89 min 
8454,Maidens Revenge,Ackyl Anwari,,5.4,Action,93 min 
8455,Hitman the Cobra,Godfrey Ho,"Richard Harrison, Mike Abbott, Phil Parker",2.8,Action,90 min 
8456,Death Run,Michael J. Murphy,"Rob Bartlett, Wendy Parsons, Debbi Stevens",4.6,"Action, Horror, Sci-Fi",70 min 
8457,Lucky Seven,Chen-Kuo Chao,"Chai-Ming Chang, Yi-Teng Chang, Wei-Pai Cheng",6.4,"Action, Comedy",80 min 
8458,Prison Ship,Fred Olen Ray,"Sandy Brooke, Suzy Stokey, Ross Hagen",3.2,"Action, Comedy, Sci-Fi",86 min 
8459,Sloane,Dan Rosenthal,"Robert Resnick, Debra Blee, Raul Aragon",4.3,"Action, Comedy, Mystery",94 min 
8460,Soldier's Revenge,David Worth,"John Savage, Maria Socas, Edgardo Moreira",3.7,"Action, Drama, War",92 min 
8461,Alien Warrior,Ed Hunt,"Brett Baxter Clark, Pamela Saunders, Reggie De Morton",4.3,"Action, Crime, Sci-Fi",100 min 
8462,American Commandos,Bobby A. Suarez,"Christopher Mitchum, John Phillip Law, Franco Guerrero",2.2,Action,88 min 
8463,F/X,Robert Mandel,"Bryan Brown, Brian Dennehy, Diane Venora",6.6,"Action, Thriller",109 min 
8464,Fair Game,Mario Andreacchio,"Cassandra Delaney, Peter Ford, David Sandford",6.0,"Action, Horror, Thriller",90 min 
8465,Hell Squad,Kenneth Hartford,"Bainbridge Scott, Glen Hartford, Tina Lederman",3.5,Action,87 min 
8466,Toby McTeague,Jean-Claude Lord,"Yannick Bisson, Winston Rekert, Andrew Bednarski",6.0,"Action, Drama",96 min 
8467,Toby McTeague,Jean-Claude Lord,"Yannick Bisson, Winston Rekert, Andrew Bednarski",6.0,"Action, Drama",96 min 
8468,8 Million Ways to Die,Hal Ashby,"Jeff Bridges, Rosanna Arquette, Alexandra Paul",5.6,"Action, Adventure, Crime",115 min 
8469,Aakhree Raasta,Bhagyaraj,"Amitabh Bachchan, Sridevi, Jaya Prada",7.2,"Action, Crime, Drama",164 min 
8470,Aliens,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn",8.4,"Action, Horror, Sci-Fi",137 min 
8471,Amazons,Alejandro Sessa,"Mindi Miller, Penelope Reed, Joseph Whipp",4.4,"Action, Fantasy, Adventure",76 min 
8472,America 3000,David Engelbach,"Chuck Wagner, Laurene Landon, William Wallace",4.3,"Action, Adventure, Sci-Fi",92 min 
8473,Armed Response,Fred Olen Ray,"David Carradine, Lee Van Cleef, Mako",4.8,"Action, Crime, Thriller",86 min 
8474,Armed and Dangerous,Mark L. Lester,"John Candy, Meg Ryan, Eugene Levy",5.5,"Action, Comedy, Crime",88 min 
8475,Avenging Force,Sam Firstenberg,"Michael Dudikoff, Steve James, James Booth",5.8,"Action, Drama, Thriller",104 min 
8476,Band of the Hand,Paul Michael Glaser,"Stephen Lang, Michael Carmine, Lauren Holly",6.2,"Action, Crime, Drama",109 min 
8477,Big Trouble in Little China,John Carpenter,"Kurt Russell, Kim Cattrall, Dennis Dun",7.3,"Action, Adventure, Comedy",99 min 
8478,Black Moon Rising,Harley Cokeliss,"Tommy Lee Jones, Linda Hamilton, Robert Vaughn",5.4,"Action, Sci-Fi, Thriller",100 min 
8479,Blue City,Michelle Manning,"Judd Nelson, Ally Sheedy, David Caruso",4.3,"Action, Crime, Drama",83 min 
8480,Bullies,Paul Lynch,"Jonathan Crombie, Janet-Laine Green, Stephen Hunter",5.2,"Action, Thriller, Drama",90 min 
8481,Bullies,Paul Lynch,"Jonathan Crombie, Janet-Laine Green, Stephen Hunter",5.2,"Action, Thriller, Drama",90 min 
8482,Busted Up,Conrad E. Palmisano,"Paul Coufos, Irene Cara, Stan Shaw",5.3,"Action, Drama, Music",93 min 
8483,Choke Canyon,Charles Bail,"Stephen Collins, Janet Julian, Bo Svenson",5.3,"Action, Sci-Fi",94 min 
8484,Cobra,George P. Cosmatos,"Sylvester Stallone, Brigitte Nielsen, Reni Santoni",5.6,"Action, Crime, Thriller",87 min 
8485,Critters,Stephen Herek,"Dee Wallace, M. Emmet Walsh, Billy Green Bush",6.0,"Action, Comedy, Horror",82 min 
8486,Dangerously Close,Albert Pyun,"John Stockwell, J. Eddie Peck, Carey Lowell",6.7,"Action, Crime, Thriller",95 min 
8487,Dead End Drive-In,Brian Trenchard-Smith,"Ned Manning, Natalie McCurry, Peter Whitford",5.9,"Action, Drama, Horror",92 min 
8488,The Delta Force,Menahem Golan,"Chuck Norris, Lee Marvin, Martin Balsam",5.5,"Action, Adventure, Drama",125 min 
8489,Peking Opera Blues,Hark Tsui,"Brigitte Lin, Sally Yeh, Cherie Chung",7.6,"Comedy, Action",104 min 
8490,Eliminators,Peter Manoogian,"Andrew Prine, Denise Crosby, Patrick Reynolds",4.2,"Action, Adventure, Fantasy",96 min 
8491,Eye of the Tiger,Richard C. Sarafian,"Gary Busey, Yaphet Kotto, Seymour Cassel",5.6,"Action, Drama",92 min 
8492,A Fine Mess,Blake Edwards,"Ted Danson, Howie Mandel, Richard Mulligan",4.4,"Action, Comedy, Crime",90 min 
8493,Firewalker,J. Lee Thompson,"Chuck Norris, Louis Gossett Jr., Melody Anderson",4.9,"Action, Adventure, Comedy",104 min 
8494,Shanghai Express,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Biao Yuen, Olivia Cheng",7.2,"Action, Comedy, Western",98 min 
8495,Getting Even,Dwight H. Little,"Edward Albert, Audrey Landers, Joe Don Baker",4.8,"Action, Adventure, Romance",90 min 
8496,The Golden Child,Michael Ritchie,"Eddie Murphy, J.L. Reate, Charles Dance",5.8,"Action, Adventure, Comedy",94 min 
8497,Hands of Steel,Sergio Martino,"Daniel Greene, Janet Agren, Claudio Cassinelli",5.3,"Action, Sci-Fi",94 min 
8498,Heartbreak Ridge,Clint Eastwood,"Clint Eastwood, Marsha Mason, Everett McGill",6.8,"Action, Comedy, Drama",130 min 
8499,Highlander,Russell Mulcahy,"Christopher Lambert, Sean Connery, Clancy Brown",7.2,"Action, Adventure, Fantasy",116 min 
8500,Hollywood Vice Squad,Penelope Spheeris,"Ronny Cox, Frank Gorshin, Leon Isaac Kennedy",4.3,"Action, Comedy, Crime",101 min 
8501,Howard the Duck,Willard Huyck,"Lea Thompson, Jeffrey Jones, Tim Robbins",4.5,"Action, Adventure, Comedy",110 min 
8502,In the Line of Duty,David Chung,"Michelle Yeoh, Michael Wong, Hiroyuki Sanada",6.9,"Action, Drama",96 min 
8503,Iron Eagle,Sidney J. Furie,"Louis Gossett Jr., Jason Gedrick, David Suchet",5.2,"Action, Thriller, War",117 min 
8504,Jackals,Gary Grillo,"Jack Lucarelli, Gerald McRaney, Jameson Parker",5.1,"Action, Crime, Drama",97 min 
8505,Jake Speed,Andrew Lane,"Wayne Crawford, Dennis Christopher, Karen Kopins",5.2,"Adventure, Action, Comedy",100 min 
8506,They Were Eleven,Satoshi Dezaki,"Akira Kamiya, Michiko Kawai, Hideyuki Tanaka",7.0,"Animation, Action, Adventure",91 min 
8507,Born American,Renny Harlin,"Mike Norris, Steve Durham, David Coburn",4.4,"Action, Drama, Thriller",95 min 
8508,Karma,Subhash Ghai,"Dilip Kumar, Nutan, Naseeruddin Shah",7.3,"Action, Adventure, Comedy",193 min 
8509,King Kong Lives,John Guillermin,"Brian Kerwin, Linda Hamilton, Peter Elliott",3.7,"Action, Adventure, Horror",105 min 
8510,Knights of the City,Dominic Orlando,"Leon Isaac Kennedy, Nicholas Campbell, John Mengatti",4.4,"Action, Music",87 min 
8511,Let's Get Harry,Stuart Rosenberg,"Michael Schoeffling, Thomas F. Wilson, Fidel Abrego",5.1,"Action, Adventure",102 min 
8512,The Lone Runner,Ruggero Deodato,"Miles O'Keeffe, Savina Gersak, Donald Hodson",3.7,"Action, Adventure, Drama",89 min 
8513,Legacy of Rage,Ronny Yu,"Brandon Lee, Michael Wong, Regina Kent",6.5,Action,87 min 
8514,The Longshot,Paul Bartel,"Tim Conway, Jack Weston, Harvey Korman",5.4,"Action, Comedy",89 min 
8515,Armour of God,Jackie Chan,"Jackie Chan, Alan Tam, Rosamund Kwan",7.1,"Action, Adventure, Comedy",88 min 
8516,Low Blow,Frank Harris,"Leo Fong, Cameron Mitchell, Troy Donahue",3.2,"Action, Drama",90 min 
8517,Maximum Overdrive,Stephen King,"Emilio Estevez, Pat Hingle, Laura Harrington",5.4,"Action, Comedy, Horror",97 min 
8518,Magic Crystal,Jing Wong,"Andy Lau, Cynthia Rothrock, Pak-Cheung Chan",5.7,"Action, Adventure, Comedy",95 min 
8519,Murphy's Law,J. Lee Thompson,"Charles Bronson, Kathleen Wilhoite, Carrie Snodgress",5.9,"Action, Crime, Drama",100 min 
8520,The Naked Cage,Paul Nicholas,"Shari Shattuck, Angel Tompkins, Lucinda Crosby",5.5,"Drama, Action",97 min 
8521,Martial Arts of Shaolin,Chia-Liang Liu,"Jet Li, Jianqiang Hu, Qiuyan Huang",6.8,"Action, Drama",99 min 
8522,Never Too Young to Die,Gil Bettman,"John Stamos, Vanity, Gene Simmons",4.8,"Action, Drama, Adventure",92 min 
8523,Nui ji za pai jun,Wellson Chin,"Carina Lau, Kara Hui, Anthony Carpio",6.4,"Comedy, Action",95 min 
8524,Opposing Force,Eric Karson,"Tom Skerritt, Lisa Eichhorn, Anthony Zerbe",5.2,"Action, Drama, Thriller",100 min 
8525,Out of Bounds,Richard Tuggle,"Anthony Michael Hall, Jenny Wright, Jeff Kober",5.3,"Action, Crime, Thriller",93 min 
8526,Behind Enemy Lines,Gideon Amir,"David Carradine, Charles R. Floyd, Mako",4.9,"Action, War, Adventure",90 min 
8527,The Patriot,Frank Harris,"Gregg Henry, Simone Griffeth, Michael J. Pollard",2.8,Action,88 min 
8528,Quiet Cool,Clay Borris,"James Remar, Daphne Ashbrook, Adam Coleman Howard",5.5,Action,80 min 
8529,Quiet Cool,Clay Borris,"James Remar, Daphne Ashbrook, Adam Coleman Howard",5.5,Action,80 min 
8530,Raw Deal,John Irvin,"Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker",5.4,"Action, Crime, Thriller",106 min 
8531,Robotech: The Movie,Noboru Ishiguro,"Kerrigan Mahan, Iona Morris, Diane Michelle",6.1,"Animation, Action, Fantasy",87 min 
8532,Running Scared,Peter Hyams,"Gregory Hines, Billy Crystal, Steven Bauer",6.5,"Action, Comedy, Crime",107 min 
8533,Sky Bandits,Zoran Perisic,"Scott McGinnis, Jeff Osterhage, Ronald Lacey",4.6,"Action, Adventure, War",105 min 
8534,Solarbabies,Alan Johnson,"Richard Jordan, Jami Gertz, Jason Patric",4.8,"Action, Drama, Sci-Fi",94 min 
8535,Sultanat,Mukul Anand,"Dharmendra, Sunny Deol, Sridevi",6.3,"Action, Drama, Romance",153 min 
8536,Thrashin',David Winters,"Josh Brolin, Robert Rusler, Pamela Gidley",6.6,"Action, Drama",93 min 
8537,The Transformers: The Movie,Nelson Shin,"Orson Welles, Robert Stack, Leonard Nimoy",7.3,"Animation, Action, Adventure",84 min 
8538,Vendetta,Bruce Logan,"Karen Chase, Sandy Martin, Kin Shriner",5.5,"Action, Drama",89 min 
8539,The Vindicator,Jean-Claude Lord,"David McIlwraith, Teri Austin, Richard Cox",5.0,"Action, Horror, Sci-Fi",93 min 
8540,Weekend Warriors,Bert Convy,"Chris Lemmon, Vic Tayback, Lloyd Bridges",4.4,"Action, Comedy, Music",89 min 
8541,Wired to Kill,Francis Schaeffer,"Emily Longstreth, Devin Hoelscher, Merritt Butrick",4.4,"Action, Sci-Fi",86 min 
8542,The Wraith,Mike Marvin,"Charlie Sheen, Nick Cassavetes, Sherilyn Fenn",5.8,"Action, Horror, Romance",93 min 
8543,A Better Tomorrow,John Woo,"Lung Ti, Leslie Cheung, Yun-Fat Chow",7.6,"Action, Crime, Drama",95 min 
8544,Ying xiong wu lei,John Woo,"Yuet Sang Chin, Doo Hee Jang, Ho Kon Kim",6.2,"Action, Drama, War",82 min 
8545,Ying xiong wu lei,John Woo,"Yuet Sang Chin, Doo Hee Jang, Ho Kon Kim",6.2,"Action, Drama, War",82 min 
8546,Mad Mission 4: You Never Die Twice,Ringo Lam,"Samuel Hui, Karl Maka, Sylvia Chang",6.0,"Action, Comedy",86 min 
8547,The Seventh Curse,Ngai Choi Lam,"Yun-Fat Chow, Siu-Ho Chin, Maggie Cheung",6.4,"Action, Horror",78 min 
8548,The Zero Boys,Nico Mastorakis,"Daniel Hirsch, Kelli Maroney, Nicole Rio",4.0,"Action, Thriller, Horror",89 min 
8549,Allan Quatermain and the Lost City of Gold,Gary Nelson,"Richard Chamberlain, Sharon Stone, James Earl Jones",4.3,"Action, Adventure, Comedy",99 min 
8550,Fire and Ice,Willy Bogner,"Kelby Anno, Philippe Bernard, Scott Brooksbank",4.3,"Action, Adventure, Comedy",83 min 
8551,Heat,Dick Richards,"Burt Reynolds, Karen Young, Peter MacNicol",5.4,"Action, Crime, Drama",101 min 
8552,Hunter's Blood,Robert C. Hughes,"Sam Bottoms, Kim Delaney, Clu Gulager",5.9,"Adventure, Horror, Thriller",101 min 
8553,Mission Kill,David Winters,"Robert Ginty, Merete Van Kamp, Cameron Mitchell",4.1,"Action, Adventure, Crime",97 min 
8554,Omega Syndrome,Joseph Manduke,"Ken Wahl, George DiCenzo, Xander Berkeley",4.2,"Action, Drama",90 min 
8555,Scorpion,William Riead,"Tonny Tulleners, Don Murray, Robert Logan",3.9,Action,98 min 
8556,Stewardess School,Ken Blancato,"Brett Cullen, Mary Cadorette, Don Most",3.9,"Action, Comedy",89 min 
8557,Straight to Hell,Alex Cox,"Sy Richardson, Joe Strummer, Dick Rude",5.8,"Action, Comedy, Western",86 min 
8558,Above the Law,Corey Yuen,"Biao Yuen, Cynthia Rothrock, Melvin Wong",7.2,Action,85 min 
8559,Zloty pociag,Bohdan Poreba,"Mitica Popescu, Waclaw Ulewicz, Ewa Kuklinska",6.8,Action,158 min 
8560,Born to Defense,Jet Li,"Jet Li, Keith Anthony, Kaiming Chen",5.7,"Action, War",92 min 
8561,Dragon Ball: Curse of the Blood Rubies,Daisuke Nishio,"Masako Nozawa, Hiromi Tsuru, Naoki Tatsuta",7.1,"Animation, Action, Adventure",45 min 
8562,Fist of the North Star,Toyoo Ashida,"Akira Kamiya, Yuriko Yamamoto, Kenji Utsumi",7.3,"Animation, Action, Drama",110 min 
8563,Dahleez,Ravi Chopra,"Jackie Shroff, Raj Babbar, Meenakshi Sheshadri",5.0,"Drama, Family, Action",161 min 
8564,Death Shadow,Hideo Gosha,"Mariko Ishihara, Masanori Sera, Mari Natsuki",6.6,Action,115 min 
8565,The Messenger,Fred Williamson,"Fred Williamson, Christopher Connelly, Cameron Mitchell",4.4,"Action, Drama",95 min 
8566,Operation Nam,Fabrizio De Angelis,"Oliver Tobias, Christopher Connelly, Manfred Lehmann",4.8,"Action, War",85 min 
8567,Project Ninja Daredevils,Godfrey Ho,"Richard Harrison, Warren Chan, David Bowles",4.0,"Action, Crime",92 min 
8568,The Ultimate Ninja,Godfrey Ho,"Stuart Smith, Bruce Baron, Sorapong Chatree",4.7,Action,84 min 
8569,The Shogunate's Harem,Noribumi Suzuki,"Kyoko Tsujisawa, Mami Nomura, Yumi Iori",6.6,"Drama, Comedy, Adventure",115 min 
8570,Samundar,Rahul Rawail,"Sunny Deol, Poonam Dhillon, Anupam Kher",5.8,"Action, Adventure, Crime",144 min 
8571,Forgotten Warrior,Nick Cacas,"Ronald L. Marchini, Quincy Frazer, Sam T. Lapuz",4.3,"Action, Sport",76 min 
8572,Ninja Dragon,Godfrey Ho,"Richard Harrison, Paulo Tocha, Melvin Pitcher",4.2,"Action, Crime",85 min 
8573,The Return of Billy Jack,Tom Laughlin,"Tom Laughlin, Rodney Harvey, Teresa Kelly",5.8,"Action, Crime, Drama",60 min 
8574,Walking the Edge,Norbert Meisel,"Nancy Kwan, Robert Forster, Joe Spinell",5.3,"Action, Crime, Drama",93 min 
8575,Def-Con 4,Paul Donovan,"Lenore Zann, Maury Chaykin, Kate Lynch",4.3,"Action, Sci-Fi",88 min 
8576,Final Justice,Greydon Clark,"Joe Don Baker, Rossano Brazzi, Venantino Venantini",2.0,"Action, Crime, Drama",90 min 
8577,Jungle Raiders,Antonio Margheriti,"Christopher Connelly, Marina Costa, Lee Van Cleef",4.9,"Action, Adventure",95 min 
8578,The Naked Country,Tim Burstall,"John Stanton, Rebecca Gilling, Ivar Kants",5.3,"Action, Drama, Romance",90 min 
8579,Roadhouse 66,John Mark Robinson,"Willem Dafoe, Judge Reinhold, Kaaren Lee",5.2,"Action, Comedy, Romance",90 min 
8580,Streetwalkin',Joan Freeman,"Melissa Leo, Dale Midkiff, Leon",5.8,"Action, Drama, Thriller",86 min 
8581,White Fire,Jean-Marie Pallardy,"Robert Ginty, Fred Williamson, Belinda Mayne",4.3,"Action, Drama, Thriller",101 min 
8582,What Waits Below,Don Sharp,"Robert Powell, Timothy Bottoms, Lisa Blount",4.8,"Action, Horror",88 min 
8583,What Waits Below,Don Sharp,"Robert Powell, Timothy Bottoms, Lisa Blount",4.8,"Action, Horror",88 min 
8584,Wheels of Fire,Cirio H. Santiago,"Gary Watkins, Laura Banks, Lynda Wiesmeier",4.4,"Action, Adventure, Sci-Fi",81 min 
8585,Alamo Bay,Louis Malle,"Amy Madigan, Ed Harris, Ho Nguyen",6.1,"Action, Drama, Romance",98 min 
8586,American Ninja,Sam Firstenberg,"Michael Dudikoff, Steve James, Judie Aronson",5.3,"Action, Adventure, Romance",95 min 
8587,The Annihilators,Charles E. Sellier Jr.,"Jim Antonio, Sid Conrad, Gerrit Graham",4.5,"Action, Crime, Drama",84 min 
8588,Avenging Angel,Robert Vincent O'Neill,"Betsy Russell, Rory Calhoun, Susan Tyrrell",4.7,"Action, Crime, Thriller",93 min 
8589,Certain Fury,Stephen Gyllenhaal,"Tatum O'Neal, Irene Cara, Nicholas Campbell",5.0,"Action, Drama",87 min 
8590,Code Name: Emerald,Jonathan Sanger,"Ed Harris, Max von Sydow, Horst Buchholz",6.0,"Action, Drama, War",95 min 
8591,Code Name: Emerald,Jonathan Sanger,"Ed Harris, Max von Sydow, Horst Buchholz",6.0,"Action, Drama, War",95 min 
8592,Code of Silence,Andrew Davis,"Chuck Norris, Henry Silva, Bert Remsen",6.0,"Action, Crime, Drama",101 min 
8593,Colpi di luce,Enzo G. Castellari,"Erik Estrada, Ennio Girolami, Michael Pritchard",5.0,"Action, Sci-Fi, Thriller",86 min 
8594,Commando,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya",6.7,"Action, Adventure, Thriller",90 min 
8595,Day of the Dead,George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato",7.2,"Action, Horror, Thriller",96 min 
8596,Death Wish 3,Michael Winner,"Charles Bronson, Deborah Raffin, Ed Lauter",5.9,"Action, Crime, Drama",92 min 
8597,Disciples of the 36th Chamber,Chia-Liang Liu,,6.7,"Action, Comedy",90 min 
8598,Don't Mess with My Sister!,Meir Zarchi,"Joe Perce, Jeannine Lemay, Jack Gurci",3.3,"Action, Drama",94 min 
8599,The Emerald Forest,John Boorman,"Powers Boothe, Meg Foster, Yara Vaneau",6.9,"Action, Adventure, Drama",114 min 
8600,Enemy Mine,Wolfgang Petersen,"Dennis Quaid, Louis Gossett Jr., Brion James",6.9,"Action, Adventure, Drama",108 min 
8601,Fuk sing go jiu,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Charlie Chin, Shui-Fan Fung",6.6,"Action, Comedy",96 min 
8602,Geraftaar,Prayag Raj,"Kamal Haasan, Poonam Dhillon, Madhavi",6.1,"Action, Adventure, Drama",167 min 
8603,Gotcha!,Jeff Kanew,"Anthony Edwards, Linda Fiorentino, Jsu Garcia",6.1,"Action, Comedy, Mystery",101 min 
8604,Gymkata,Robert Clouse,"Kurt Thomas, Tetchie Agbayani, Richard Norton",4.1,"Action, Drama",90 min 
8605,Hellhole,Pierre De Moro,"Ray Sharkey, Judy Landers, Marjoe Gortner",4.7,"Action, Drama",90 min 
8606,The Holcroft Covenant,John Frankenheimer,"Michael Caine, Anthony Andrews, Victoria Tennant",5.8,"Action, Crime, Drama",112 min 
8607,Invasion U.S.A.,Joseph Zito,"Chuck Norris, Richard Lynch, Melissa Prophet",5.3,"Action, Thriller",107 min 
8608,The Jewel of the Nile,Lewis Teague,"Michael Douglas, Kathleen Turner, Danny DeVito",6.0,"Action, Adventure, Comedy",106 min 
8609,Mr. Vampire,Ricky Lau,"Ching-Ying Lam, Siu-Ho Chin, Ricky Hui",7.6,"Action, Comedy, Fantasy",96 min 
8610,Police Story,Jackie Chan,"Jackie Chan, Maggie Cheung, Brigitte Lin",7.6,"Action, Comedy, Crime",101 min 
8611,Joey,Roland Emmerich,"Joshua Morrell, Eva Kryll, Tammy Shields",4.7,"Action, Fantasy, Horror",79 min 
8612,King Solomon's Mines,J. Lee Thompson,"Richard Chamberlain, Sharon Stone, Herbert Lom",5.1,"Action, Adventure, Comedy",100 min 
8613,The Last Dragon,Michael Schultz,"Taimak, Vanity, Christopher Murney",6.8,"Action, Comedy, Drama",109 min 
8614,The Legend of Billie Jean,Matthew Robbins,"Helen Slater, Christian Slater, Keith Gordon",6.5,"Action, Drama",96 min 
8615,Lifeforce,Tobe Hooper,"Steve Railsback, Mathilda May, Peter Firth",6.1,"Action, Horror, Sci-Fi",116 min 
8616,Little Treasure,Alan Sharp,"Margot Kidder, Ted Danson, Burt Lancaster",5.0,"Action, Comedy, Drama",95 min 
8617,Mad Max Beyond Thunderdome,George Miller,"Mel Gibson, Tina Turner, Bruce Spence",6.2,"Action, Adventure, Sci-Fi",107 min 
8618,Malibu Express,Andy Sidaris,"Darby Hinton, Sybil Danning, Art Metrano",4.1,"Action, Comedy, Crime",105 min 
8619,Mard,Manmohan Desai,"Amitabh Bachchan, Amrita Singh, Nirupa Roy",6.1,"Action, Drama, History",177 min 
8620,Trinity: Good Guys and Bad Guys,Bruno Corbucci,"Terence Hill, Bud Spencer, C.B. Seay",6.2,"Action, Comedy, Crime",96 min 
8621,Missing in Action 2: The Beginning,Lance Hool,"Chuck Norris, Soon-Tek Oh, Steven Williams",5.1,"Action, Drama, Thriller",100 min 
8622,My Science Project,Jonathan R. Betuel,"John Stockwell, Danielle von Zerneck, Fisher Stevens",5.9,"Action, Adventure, Comedy",94 min 
8623,Out of Control,Allan Holzman,"Martin Hewitt, Betsy Russell, Claudia Udy",3.8,"Action, Drama",78 min 
8624,The Protector,James Glickenhaus,"Jackie Chan, Danny Aiello, Sandy Alexander",5.6,"Action, Crime, Drama",91 min 
8625,Bulgasari,Sang-ok Shin,"Chang Son Hui, Ham Gi Sop, Jong-uk Ri",5.1,"Action, Drama, Fantasy",95 min 
8626,Mismatched Couples,Woo-Ping Yuen,"Donnie Yen, Woo-Ping Yuen, Wan-Si Wong",6.9,"Action, Comedy, Romance",95 min 
8627,Rambo: First Blood Part II,George P. Cosmatos,"Sylvester Stallone, Richard Crenna, Charles Napier",6.4,"Action, Adventure, Thriller",96 min 
8628,Ran,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu",8.3,"Action, Drama, War",162 min 
8629,Red Sonja,Richard Fleischer,"Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman",4.9,"Action, Adventure, Fantasy",89 min 
8630,Remo Williams: The Adventure Begins,Guy Hamilton,"Fred Ward, Joel Grey, Wilford Brimley",6.4,"Action, Adventure, Comedy",121 min 
8631,Robbery Under Arms,Donald Crombie,"Sam Neill, Steven Vidler, Christopher Cummins",6.6,"Action, Adventure, Crime",141 min 
8632,Runaway Train,Andrey Konchalovskiy,"Jon Voight, Eric Roberts, Rebecca De Mornay",7.3,"Action, Adventure, Drama",111 min 
8633,Lupin III: The Gold of Babylon,Seijun Suzuki,"Maki Carousel, Keiko Han, Fumi Hirano",6.4,"Animation, Action, Adventure",100 min 
8634,Savage Dawn,Simon Nuchtern,"George Kennedy, Richard Lynch, Karen Black",4.5,"Drama, Action",102 min 
8635,Savage Island,Ted Nicolaou,"Anthony Steffen, Ajita Wilson, Cristina Lay",3.4,"Action, Drama, Horror",74 min 
8636,The Secret of the Sword,Ed Friedman,"John Erwin, Melendy Britt, Alan Oppenheimer",7.3,"Animation, Action, Fantasy",100 min 
8637,Shaker Run,Bruce Morrison,"Cliff Robertson, Leif Garrett, Lisa Harrow",5.4,"Action, Drama",91 min 
8638,Silverado,Lawrence Kasdan,"Kevin Kline, Scott Glenn, Kevin Costner",7.2,"Action, Crime, Drama",133 min 
8639,South Bronx Heroes,William Szarka,"Brendan Ward, Melissa Esposito, Mario Van Peebles",4.1,"Action, Drama, Mystery",85 min 
8640,Stand Alone,Alan Beattie,"Charles Durning, Pam Grier, James Keach",5.2,"Action, Drama",94 min 
8641,Stick,Burt Reynolds,"Burt Reynolds, Candice Bergen, George Segal",5.5,"Action, Crime, Drama",109 min 
8642,Stryker's War,Josh Becker,"Robert Rickman, John Manfredi, Timothy Patrick Quill",6.0,"Action, Thriller, Adventure",84 min 
8643,Sudden Death,Sig Shore,"Denise Coward, Frank Runyeon, Jaime Tirelli",4.9,"Action, Thriller",90 min 
8644,Target,Arthur Penn,"Gene Hackman, Matt Dillon, Gayle Hunnicutt",5.9,"Action, Adventure, Crime",117 min 
8645,To Live and Die in L.A.,William Friedkin,"William Petersen, Willem Dafoe, John Pankow",7.2,"Action, Crime, Drama",116 min 
8646,Tuff Turf,Fritz Kiersch,"James Spader, Kim Richards, Paul Mones",6.2,"Action, Drama",112 min 
8647,Turk 182!,Bob Clark,"Timothy Hutton, Robert Urich, Kim Cattrall",5.9,"Action, Comedy, Drama",102 min 
8648,Underworld,George Pavlou,"Denholm Elliott, Steven Berkoff, Larry Lamb",3.6,"Action, Horror, Sci-Fi",103 min 
8649,A View to a Kill,John Glen,"Roger Moore, Christopher Walken, Tanya Roberts",6.3,"Action, Adventure, Thriller",131 min 
8650,Warriors of the Apocalypse,Bobby A. Suarez,"Michael James, Deborah Moore, Ken Metcalfe",3.9,"Action, Sci-Fi",96 min 
8651,Wild Geese II,Peter R. Hunt,"Scott Glenn, Barbara Carrera, Edward Fox",4.7,"Adventure, Thriller, Action",125 min 
8652,My Lucky Stars 2: Twinkle Twinkle Lucky Stars,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Richard Ng, Eric Tsang",6.5,"Action, Comedy",105 min 
8653,Year of the Dragon,Michael Cimino,"Mickey Rourke, John Lone, Ariane",6.9,"Action, Crime, Drama",134 min 
8654,Heart of a Dragon,Sammo Kam-Bo Hung,"Jackie Chan, Sammo Kam-Bo Hung, Emily Chu",6.5,"Action, Comedy, Crime",91 min 
8655,L.A. Streetfighters,Woo-sang Park,"Jun Chong, Phillip Rhee, James Lew",4.5,"Action, Drama",85 min 
